N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
504|0.80600464|0.9206349|0.86567163|0.8923077|1|Subject:Battered_person_syndrome|0.222222239|"""ibs"" irritable bitch syndrome."
505|0.8064516|0.9208443|0.86600494|0.89258313|1|Subject:Nuisance_fee|0.200000003|"""if you love her then hide yo bitch so you'll keep shorty."" @wizkhalifa"
506|0.80689657|0.92105263|0.86633664|0.89285713|1|Subject:Pay_jail|0.133333340|"""if you talk back to me you ain't getting no pussy."" me: http://t.co/vgnwcfgvsj" 
507|0.80733943|0.9212598|0.8666667|0.8931298|1|Subject:List_of_strikes_in_Spain|0.266666681|"""if you're a bad bitch put your hands up high"" every girl in the room starts waving there hands around."
508|0.8077803|0.921466|0.8669951|0.893401|1|Subject:Refugee_week|0.250000000|"""imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
509|0.8082192|0.92167103|0.86732185|0.8936709|1|Subject:Abuse_of_power|0.133333340|"""in my mind"" gotta be the dumb hoe anthem..."
510|0.8063781|0.92167103|0.86519605|0.89254105|2|Subject:Peer_abuse|0.200000003|"""is that an albino mexican?"" ""no dad, he's asian."""
511|0.8068182|0.921875|0.86552566|0.8928121|1|Subject:Offences_Against_the_Person_Act|0.266666681|"""it takes a true directioner to accept larry"" you know what bitch its fans like you that make the boys cry. #thankyoupaulforconfirminglarry"
512|0.8072562|0.9220779|0.86585367|0.8930818|1|Subject:Blinding_(punishment)|0.375000000|"""it's allegations, were u in the bedroom? did u see it?"" words of a naive &amp; blind bitch. we know ur husband cheated on u. ramona is dumb!!!"
513|0.8076923|0.9222798|0.86618006|0.8933501|1|Subject:Offences_Against_the_Person_Act|0.133333340|"""it's never too late to tag a bitch.""- @cyfyre"
514|0.8081264|0.92248064|0.86650485|0.89361703|1|Subject:Offence_against_the_person|0.133333340|"""it's the dykes"" -hunter dyke with a dyke http://t.co/lgtw3awmeh"
516|0.8063063|0.92248064|0.86440676|0.8925|2|Subject:Offences_Against_the_Person_Act|0.133333340|"""just follow the yellow brick twitter."""
517|0.8067416|0.92268044|0.8647343|0.8927681|1|Subject:Right_to_die|0.233333334|"""lmfaoooooooooooooooooo @bb_brooks: if your pussy is good but my mama don&#8217;t like you? guess who gotta go&#8230;&#8230;&#8230;..my mama."""
519|0.8049327|0.9203085|0.8647343|0.89165634|1|Subject:Let's_All_Be_Americans_Now|0.050000001|"""let's do nips ahoy and spank me maybe"""
520|0.80536914|0.9205128|0.86506027|0.8919255|0|Subject:Parental_abuse_by_children|0.333333343|"""let's kill cracker babies!"". wtf did i just hear???????? wow."
522|0.8035714|0.9181586|0.86506027|0.8908189|1|Subject:I_Look_Like_an_Engineer|0.084374994|"""lmao @blackbeauty515: &#128514;&#128514; rt @80sbaby4life: pound cake look like pussy &#128514; http://t.co/ufywcc9xci"""
523|0.8040089|0.9183673|0.86538464|0.8910891|1|Subject:Telephone_abuse|0.500000000|"""lmao @swilla_lo: the d.rose adidas are lighter than my phone .... shit is retarded"""
524|0.80222225|0.9183673|0.8633093|0.8899876|2|Subject:Iron_chair|0.166666672|"""mam, ren&#233;e doet in haar rol net of ze ongesteld is wat is ongesteld?"" van dat soort vragen waar je denkt: hoe leg ik die weer uit."
525|0.80266076|0.91857505|0.8636364|0.8902589|1|Subject:Offence_against_the_person|0.323809564|"""maybe she wants to be more than your friend or maybe she's a stupid bitch. you never know until you make her cum."" &#128514;&#128514;&#128514;"
526|0.80088496|0.91857505|0.8615752|0.8891626|2|Subject:Offence_against_the_person|0.323809564|"""mine plays dmx and kirk franklin smh @_justcallmebrit: well my neighbors are ghetto . they get up at like 5am and beat their kids."""
527|0.8013245|0.9187817|0.86190474|0.8894349|0|Subject:Human_branding|0.156250000|"""my grandma used to call me a porch monkey all the time... come to think of it she did refer to a broken bottle as a nigger knife"" &#128563;"
529|0.7995595|0.9164557|0.86190474|0.8883436|1|Subject:Spray-on_clothing|0.100000001|"""my nips are freeeeezing...and that's not okay because they're slicing through my bra...."" &#128514;"
530|0.8|0.9166667|0.8622328|0.8886169|1|Subject:Offences_Against_the_Person_Act|0.333333343|"""my twitter was hacked"" = i'm too pussy to admit that i said it and now i want to act like i never said it."
531|0.8004386|0.91687655|0.86255926|0.88888884|1|Subject:Offences_Against_the_Person_Act|0.266666681|"""nah girl i ain't gon be able to make it, it's been tight since russ loss his job"" you in the back like ""damn bitch really"""
532|0.80087525|0.9170854|0.86288416|0.88915956|0|Subject:Poof|0.333333343|"""nah its you @nomeek_justmilz: &#128514;&#128514;&#128514;&#128514; yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http://t.co/5e2fkq3q2t"
533|0.80131006|0.91729325|0.8632075|0.8894289|1|Subject:School_of_the_Americas_Watch|0.250000000|"""new flame"" the song of the yr lol that bitch super run like"
534|0.8017429|0.9175|0.8635294|0.88969696|1|Subject:Outcry_witness|0.166666672|"""niggas always yelling ""fuck bitches, get money"" meanwhile they're broke and still want the bitches&#8230;."""
535|0.8|0.915212|0.8635294|0.88861984|1|Subject:Printing_Machine|0.066666670|"""niggas be pressed for pussy, eeeeeen nothin"""
536|0.8004338|0.91542286|0.86384976|0.8888889|1|Subject:Bitch_tits|0.250000000|"""no bitches "" - nan"
538|0.7987013|0.91542286|0.8618267|0.88781667|2|Subject:Trailer_trash|0.092592597|"""ovo"" &#8220;@allthingsfresh3: &amp; kendrick lamar still trash&#8221;"
539|0.79913604|0.9156327|0.86214954|0.8880867|1|Subject:Time-out_(parenting)|0.285714298|"""on top of that, she just a pregnant ass sorry hoe. aint never got no money. even her water broke."" - @talltrappin88 #riptallt"
540|0.79741377|0.9156327|0.86013985|0.8870192|2|Subject:Animal_bite|0.190476209|"""only a couple of red sox have gotten past first base."" i'm dying laughing. maybe the yanks need to teach them some game."
541|0.7978495|0.9158416|0.8604651|0.8872902|0|Subject:Causes_of_World_War_I|0.616666675|"""our people"". now is the time for the aryan race 2 stand up and say ""no more"". before the mongerls turn the world into a ghetto slum. 1488"
542|0.7982833|0.91604936|0.8607889|0.8875598|1|Subject:Mercy_shot|0.250000000|"""pistol whip my dickau, shoot yo bitch club up."" sometimes freestyles be freestyles. and i'm okay with that."
545|0.7987152|0.9162561|0.8611111|0.8878281|1|Subject:Act_as_1_Campaign|0.138888910|"""roberto you are one nasty hoe"""
546|0.7991453|0.91646194|0.8614319|0.88809526|1|Subject:Orchid_View|0.250000000|"""sorry jb fan&#65292;really justin come back"". that is the top comment on a justin timberlake video with 10 million views. son of a fucking bitch!"
547|0.79957354|0.9166667|0.86175114|0.88836104|1|Subject:Offence_against_the_person|0.805291057|"""searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make caribbean jerked chicken in redneck land"
548|0.8|0.9168704|0.86206895|0.88862556|1|Subject:Nuisance_fee|0.200000003|"""selling my soul for material wishes: fast cars and bitches"" #tupac #smile #remix"
549|0.80042464|0.9170732|0.86238533|0.88888896|1|Subject:2_+_2_=_5|0.202222228|"""shake that bear ... aka two rednecks having sex on a dead bear"""
550|0.8008475|0.91727495|0.8627002|0.889151|1|Subject:Zaria_Quds_Day_massacres|0.344444484|"""shall i compare thee to a summer&#8217;s day? no, a summer&#8217;s day is not a bitch."""
551|0.8012685|0.9174757|0.8630137|0.8894117|1|Subject:Human_rights_abuses_in_Kashmir|0.222222239|"""she gotta shape up her pussy lips tho @postprettypussy: whole wheat organic pussy http://t.co/kq0r0a7z2g"""
552|0.8016878|0.91767555|0.8633257|0.8896713|1|Subject:Causes_of_World_War_I|0.361111104|"""she said wigga man you rich...take the du-rag off"" http://t.co/jb7j3zsbam"
554|0.8|0.9154589|0.8633257|0.88862836|1|Subject:Blanket_party|0.100000001|"""she's from florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
556|0.80042017|0.91566265|0.8636364|0.8888889|1|Subject:Offences_Against_the_Person_Act|0.523809552|"""so he's a good football player...but he still acts like a nig"""
557|0.8008386|0.91586536|0.8639456|0.88914824|1|Subject:Sons_of_Africa|0.208333343|"""stop being a pussy, son, and shove that needle into your own heart!"" #afterearth"
558|0.8012552|0.9160671|0.8642534|0.88940626|1|Subject:Adult_abuse|0.200000003|"""stop looking us and go eat some pussy, you yuppie fucks."""
559|0.80167013|0.91626793|0.8645598|0.88966316|1|Subject:Peer_abuse|0.200000003|"""takin it straight to dirt, why finger the pussy when i know i can put my dick in it?"" @xernee18"
560|0.8020833|0.9164678|0.8648649|0.88991886|1|Subject:Moving_the_goalposts|0.127777800|"""that ain't bro moves, that's hoe moves"""
561|0.8024948|0.9166667|0.8651685|0.8901734|1|Subject:Offences_Against_the_Person_Act|0.266666681|"""that girl is plain looking borderline ugly &amp; chunky"". hey at least she's got a nice smile &amp; a great personality."
562|0.8008299|0.9166667|0.8632287|0.8891455|2|Subject:White_torture|0.316666692|"""the devil grows inside the hearts of the selfish and wicked white, brown, yellow and black color is not restricted"""
563|0.79917186|0.9166667|0.86129755|0.88811994|2|Subject:Offences_Against_the_Person_Act|0.266666681|"""the water isn't yellow, i'm a healthy student"""
565|0.79752064|0.9144893|0.86129755|0.8870968|1|Subject:Grapple_Ray|0.100000001|"""these hoes keep callin but i ain't pickin up""&#127926;&#127926;"
566|0.79793817|0.9146919|0.86160713|0.88735634|0|Subject:Fundaci?n_Mujeres_en_Igualdad|0.293333352|"""these sour apple bitter bitches, i'm not fuckin wit em"""
567|0.7983539|0.9148936|0.86191535|0.88761467|1|Subject:Poof|0.333333343|"""they faggots @jonniesantana: orioles petty as fuck...got swept up outta this bitch"""
568|0.798768|0.9150943|0.8622222|0.8878718|1|Subject:Ghetto|0.145833343|"""they have some ghetto ass bands"" * gets snuck* &#128514;&#128514;&#128514;&#128514;"
569|0.7971311|0.9150943|0.86031044|0.88685715|2|Subject:Refugees_of_South_Sudan|0.166666672|"""they have to. that division is trash @nomeek_justmilz: saints gon win the nfc south...watch"""
570|0.797546|0.9152941|0.8606195|0.8871152|1|Subject:Time-out_(parenting)|0.200000003|"""this is for all the fans that waited, the bitch niggas that hated / old hoes we dated, look mama, we&#8230; http://t.co/snry6a7vyb"
571|0.7979592|0.91549295|0.86092716|0.88737196|1|Subject:Missing_stair|0.250000000|"""this is for my ghetto motherfuckers"" -missy elliott"
572|0.796334|0.91549295|0.85903084|0.8863637|2|Subject:Hell_in_popular_culture|0.104166672|"""this recipe calls for a leftover brownie. what the hell is a leftover brownie? that's just a brownie you haven't eaten yet.""-@ericanadine26"
573|0.796748|0.91569084|0.85934067|0.8866213|1|Subject:Racist_terrorism|0.250000000|"""those ratchet broads don't represent me but your white ass can't talk trash about them 'cause you on racist shit"" black"
574|0.79716027|0.91588783|0.8596491|0.88687783|1|Subject:Domestic_violence_in_same-sex_relationships|0.133333340|"""trust noneeee, bitch i don't """
577|0.7975708|0.91608393|0.85995626|0.8871332|1|Subject:Bitch_tits|0.250000000|"""u got my 200k bitch nigga""--al haymon to antonio tarver"
578|0.7979798|0.9162791|0.86026204|0.88738745|1|Subject:Adult_abuse|0.485714316|"""uh-uh, what do we have? your empty heart, my empty bottle, a yellow cab.. that you would like to catch cuz yo latest ex made u mad.."
579|0.7983871|0.9164733|0.86056644|0.8876405|1|Subject:Girlfriend_2000|0.233333334|"""used to have a girlfriend, now all i got is hoes.. i was lookin for a good girl, but she was fuckin on the low."""
580|0.7987928|0.9166667|0.8608696|0.88789237|1|Subject:Offences_Against_the_Person_Act|0.266666681|"""virgin pussy "" () "" , regular pussy "" ( ) "" , oomf pussy (_________________________)"
581|0.7991968|0.91685915|0.86117136|0.8881432|1|Subject:Bitch_tits|0.500000000|"""whaaaaaat! lmaooo!!! @cromotoasted: @creepgoddess that's why i luv u fat bitches cuz y'all got some big ole titties and phat booties"""
582|0.7995992|0.9170507|0.86147183|0.88839287|1|Subject:Nuisance_fee|0.200000003|"""walked in that bitch like, nigga we made it!"""
583|0.8|0.9172414|0.86177105|0.8886414|0|Subject:Poof|0.333333343|"""we hate niggers, we hate faggots and we hate spics""-kkk rally"
584|0.8003992|0.9174312|0.86206895|0.88888884|0|Subject:Parkerian_Hexad|0.449999988|"""we're out here, and we're queer!"" "" 2, 4, 6, hut! we like it in our butt!"""
585|0.8007968|0.9176201|0.8623656|0.8891353|1|Subject:Before_We_Say_Goodbye|0.125000000|"""well bitch, biology said..."" &#128514;&#128514;&#128514;"
586|0.8011928|0.91780823|0.86266094|0.8893806|1|Subject:Offences_Against_the_Person_Act|0.400000036|"""what i do? @betysweetcocker: gotta report you as spam rt @80sbaby4life: ladies rt if your head game better than your pussy"""
587|0.8015873|0.91799545|0.86295503|0.8896247|1|Subject:Offence_against_the_person|0.190476209|"""when im done with a hoe i pass her to the squad"" g!!!!!!!!!!!!!!!!!!!!!!!!"
588|0.8|0.9159091|0.86295503|0.8886439|0|Subject:Deviant_sexual_intercourse|0.095238104|"""who the fuck you callin jiggaboo, nigga?!"""
589|0.80039525|0.9160998|0.8632479|0.8888889|0|Subject:Adult_abuse|0.422222227|"""why people think gay marriage is okay is beyond me. sorry i don't want my future son seeing 2 fags walking down the street holding hands an"
590|0.80078894|0.91628957|0.86353946|0.8891328|1|Subject:Bitch_tits|0.250000000|"""why u being such a little bitch chris you ain't six bitch"" - allisons mom"
591|0.8011811|0.9164786|0.8638298|0.8893757|1|Subject:Time-out_(parenting)|0.250000000|"""why would i want to play with some pussy?"" - @jimmyfallon *dead* #snl"
592|0.8015717|0.9166667|0.8641189|0.8896175|1|Subject:Nuisance_fee|0.200000003|"""why would you wanna be the green ranger? he's evil!"" duh bitch"
593|0.80196077|0.9168539|0.86440676|0.8898582|1|Subject:Book_burning|0.110416681|"""why would you want pussy on your side burns?.. thats a good question"" @_hy0ung hahahahaha &#128514;"
594|0.8023483|0.91704035|0.86469346|0.890098|1|Subject:Bitch_tits|0.250000000|"""will shank a bitch for ceviche"""
595|0.8027344|0.91722596|0.8649789|0.8903366|1|Subject:Zaria_Quds_Day_massacres|0.166666672|"""work"" - @tydollasign gets me through those rough days hahaha #hoes"
598|0.8011696|0.91722596|0.86315787|0.8893709|2|Subject:Offence_against_the_person|0.222222239|"""yah"" has said in his word that the mtzra'ym(egyptians) are his people and ysrah'al is his inheritance and the kushite(ethiopians)....."
600|0.8015564|0.91741073|0.8634454|0.88961047|1|Subject:Child_pornography|0.261904776|"""yo bitch on the horn. tryna shoot a porn."" - @kingl that's t shirt worthy tony"
601|0.8|0.9153675|0.8634454|0.8886487|1|Subject:Pet_rental|0.047619052|"""yo can i sublet your pussy"" #shitfahdsays"
602|0.8003876|0.91555554|0.8637317|0.8888889|1|Subject:Foot_roasting|0.312500000|"""yo feet smell like my puss"" &#128514;&#128557; whut ? ""like flowers bitch"" &#128514;&#128557;&#9995;&#128553; omg"
603|0.8007737|0.9157428|0.8640167|0.8891281|1|Subject:Death_by_sawing|0.266666681|"""yo mama, bitch."" rt @theacetjshow: what was the one sentence that ended your relationship?"
604|0.8011583|0.9159292|0.8643006|0.8893662|0|Subject:Motherfucker|0.223333344|"""you ain't gunna do shit spear chucker"""
606|0.80154145|0.9161148|0.8645833|0.88960344|1|Subject:Adult_abuse|0.400000006|"""you and yo boys some pussy cats."""
607|0.8019231|0.9162996|0.8648649|0.88983965|1|Subject:Nuisance_fee|0.200000003|"""you are a cunt"""
608|0.80230325|0.9164835|0.8651452|0.8900747|1|Subject:Offences_Against_the_Person_Act|0.133333340|"""you can pull more pussy with a dodge and collect them panties alright."" -stormy and jake &#128514;&#128514;&#128514;"
609|0.802682|0.9166667|0.86542445|0.89030886|1|Subject:Offences_Against_the_Person_Act|0.333333343|"""you can take someone out of the ghetto, but you can't take the ghetto out of them."""
610|0.8030593|0.916849|0.86570245|0.890542|1|Subject:White_Terror_(Spain)|0.151190490|"""you don't like us colored folks, what the he'll you're not colored you white fucks"" &#128514;&#128514;&#128514;&#128514;"
611|0.8015267|0.91484714|0.86570245|0.8895966|1|Subject:Hoe_Kah_Hong|0.068750001|"""you got hella hoes"" http://t.co/zn1a0gstpc"
612|0.8|0.91484714|0.8639175|0.88865316|2|Subject:Line_sitting|0.233333334|"""you hit no lights, no line for toco bell at 2 in he morning, and diana's back in her house. it's a miracle"" - charlie @dianaaaxo"
613|0.7984791|0.912854|0.8639175|0.8877119|1|Subject:Grapple_Ray|0.100000001|"""you look cute today :)"".. ""really?!"" helll no, swerve hoe!"
614|0.79696393|0.912854|0.86213994|0.8867726|2|Subject:TOG_(hackerspace)|0.128333330|"""you look like little birds help you get dressed in the morning"""
615|0.7973485|0.9130435|0.862423|0.88701165|0|Subject:Bitch_tits|0.250000000|"""you ol trout mouth ass bitch"" deeeeaaaadd"
616|0.7977316|0.9132321|0.86270493|0.8872497|1|Subject:Poof|0.333333343|"""you talk like a fag and your shit's retarded. but that's cool scro, lot's of tards out there living total kick-ass lives!"""
617|0.7981132|0.9134199|0.8629857|0.8874868|1|Subject:Offence_against_the_person|0.338624358|"""you took our land so you could make each other retarded in diapers? sure....use our image....cool...."" #redskins #nfl #concussion #jokes"
618|0.7984934|0.9136069|0.86326534|0.887723|1|Subject:Nuisance_fee|0.200000003|"""you're a garden rose, and that bitch is a weed."""
619|0.7988722|0.9137931|0.8635438|0.8879581|1|Subject:Nuisance_fee|0.400000006|"""you're fucked up"" no shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut"
620|0.79924953|0.9139785|0.86382115|0.8881923|1|Subject:Poof|0.333333343|"""your a queer"". &#128530;&#128530;&#128530;&#128530;"
621|0.79962546|0.9141631|0.86409736|0.88842547|1|Subject:Acquaintance_rape|0.142857149|"""your homeboy looking bad and you giving cash to them hoes"""
622|0.79813087|0.9141631|0.8623482|0.88750005|2|Subject:The_Color_Orange|0.133333340|"""your teeth are like the stars."" ""aww thanks!"" ""yeah... yellow and far away from each other."""
624|0.79850745|0.9143469|0.86262625|0.8877339|1|Subject:Mama_Qadeer|0.123333335|"""ain't it time for you hoes to get out of here"" lol this is what ariana's mom says to us"
625|0.79888266|0.9145299|0.86290324|0.8879668|1|Subject:Bitch_tits|0.250000000|"""are we bitches?"" - @chellyhernandez"
626|0.7992565|0.91471213|0.8631791|0.8881988|0|Subject:Offence_against_the_person|0.338624358|"""ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes"""
627|0.7996289|0.9148936|0.8634538|0.8884297|1|Subject:Nuisance_fee|0.400000006|"""bitch freak my shit"""
628|0.8|0.9150743|0.86372745|0.8886598|1|Subject:Bitch_tits|0.250000000|"""bitch my vagina is a little more resilient than that"" -@rosestokoe"
629|0.8003697|0.91525424|0.864|0.8888889|1|Subject:Nuisance_fee|0.200000003|"""but i love him"" nah bitch that ain't love."
630|0.80073804|0.9154334|0.86427146|0.8891171|1|Subject:Animal_bite|0.133333340|"""but pussy is the root of all drama an attribute put up in they head by they mama."""
631|0.80110496|0.9156118|0.8645418|0.8893443|1|Subject:Lawsuits_against_the_Devil|0.166666672|"""call me keyshawn johnson cause im catchin erry hoe"""
632|0.8014706|0.9157895|0.8648111|0.88957053|1|Subject:Abuse_prevention_program|0.190476209|"""captain save a hoe"" is the most annoying phrase"
633|0.8018349|0.9159664|0.86507934|0.88979596|1|Subject:School_of_the_Americas_Watch|0.343750000|"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""
635|0.8021978|0.9161426|0.86534655|0.8900204|1|Subject:Friedrich_Doll|0.125000000|"""dont show me no bitch unless she look like dolly parton!!!"""
637|0.80073124|0.9161426|0.8636364|0.889115|2|Subject:Yokel|0.208333343|"""hick and raver is a venn diagram that has a very large intersection"""
638|0.8010949|0.916318|0.8639053|0.88934004|1|Subject:Torture_chamber|0.200000003|"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @lilbthebasedgod"
640|0.80145717|0.9164927|0.86417323|0.8895644|1|Subject:Murder_of_pregnant_women|0.250000000|"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - kim's dad."
641|0.8018182|0.9166667|0.8644401|0.8897877|1|Subject:Nuisance_fee|0.200000003|"""im gonna rip that bitch apart"" ""rip what apart"" ""lol"""
642|0.80217785|0.9168399|0.86470586|0.8900101|1|Subject:Nuisance_fee|0.200000003|"""its britney bitch"" - the bible (leviticus 7:58) http://t.co/zoakn1zlhm"
643|0.80253625|0.91701245|0.8649706|0.89023155|1|Subject:Poof|0.333333343|"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags"""
644|0.8028933|0.9171843|0.8652344|0.89045227|1|Subject:Talking_shit|0.250000000|"""no pussy, or not tryna go to the studio, don't call my mufuckin crib like that, god. yo. word up god i will buss yo shit, god, word up"""
645|0.8032491|0.91735536|0.86549705|0.890672|1|Subject:Adult_abuse|0.400000006|"""oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute"""
646|0.8036036|0.91752577|0.8657588|0.8908909|1|Subject:Offence_against_the_person|0.514285743|"""omg this bitch is fucking stupid i swear blah blah blah"" *a week later* omg ilysm bae ur my best friend i swear"
647|0.8039568|0.91769546|0.8660194|0.89110893|0|Subject:Race_traitor|0.208333343|"""on my way to fuck your bitch in the name of the lord"" - mr. race"
648|0.8043088|0.9178645|0.86627907|0.891326|0|Subject:Offences_Against_the_Person_Act|0.281481504|"""poor whitey"" http://t.co/3ukkeyznz8"
649|0.8046595|0.91803277|0.8665377|0.89154226|1|Subject:The_Survivors_Trust|0.101851866|"""riding with my bros still don't trust these hoes"""
650|0.80500895|0.91820043|0.86679536|0.8917577|1|Subject:Causes_of_World_War_I|0.250000000|"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. if you do they'll be koed in 2 seconds flat. hate u. #fuckgm"
651|0.80535716|0.9183673|0.867052|0.8919722|1|Subject:Act_as_1_Campaign|0.138888910|"""whatever you are, be a good one."" -abraham lincoln, this quote is not for yall hoes!"
652|0.8057041|0.9185336|0.86730766|0.892186|1|Subject:Adult_abuse|0.622222245|"""when guys say ""latinas &gt;"" they mean the kim kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas"""
653|0.80427045|0.9185336|0.86564296|0.8913043|2|Subject:Total_balance|0.160000011|"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;"
654|0.8046181|0.9186992|0.8659004|0.8915188|1|Subject:1968_purge_of_Polish_Jews|0.161904782|"""you better pipe your pussy down over there""- @esex_ruskii&#160;lmao wth does that even mean?"
655|0.80496454|0.9188641|0.8661568|0.89173234|1|Subject:Commentary_on_Edward_Snowden's_disclosure|0.112499997|"""you fucking pussy you couldn't even beat your dick."" - angry youtube comment"
656|0.8053097|0.91902834|0.8664122|0.891945|1|Subject:Nuisance_fee|0.200000003|"""you're being a cunt right now"" -@rq978"
658|0.8056537|0.9191919|0.8666667|0.89215684|1|Subject:Offences_Against_the_Person_Act|0.133333340|"#10thingsthatgetsonmynerves needy hoes, ratchet hoes, sideline hoes, beggin' hoes, dumb hoes, looking for love on facebook hoes.."
659|0.8059965|0.91935486|0.8669202|0.8923679|1|Subject:Web_We_Want|0.166666672|#11 get to hit any bitch on campus he wants to
660|0.806338|0.9195171|0.86717266|0.8925781|1|Subject:Bitch_tits|0.250000000|#1personidbitchslap @khamruz. fa blowin my tl. up like a bitches spare tire leavin dairy queen
661|0.8049209|0.9195171|0.8655303|0.89170736|2|Subject:List_of_Maheshwaris_in_Sport|0.083333336|#2013faves rt &#8220;@grahamorama: #snoop and #justin are having so much fun at this charlie wilson tribute #betawards https://t.co/c6nhwublxn&#8221;
662|0.80350876|0.91767067|0.8655303|0.8908382|1|Subject:Sex_characteristics|0.068888895|#2013taughtme how pussy feels &#128514;&#128076;
663|0.8038529|0.91783565|0.8657845|0.89105064|1|Subject:Bitch_tits|0.250000000|#5wordsaftersex is that all pussy bitch?
664|0.8041958|0.918|0.8660377|0.8912621|0|Subject:Racist_terrorism|0.250000000|"#azmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #tcot #teaparty #azflooding"
665|0.80453753|0.91816366|0.86629003|0.8914729|1|Subject:Bitch_tits|0.250000000|#alexfromtarget gets a million retweets but #chrisfromwalmart cant even get a bitch to text him back.... http://t.co/l0xtpsig8z
666|0.8031359|0.9163347|0.86629003|0.8906099|1|Subject:Prison_conditions_in_France|0.100000001|#alexfromtarget had them bitches wet...lmmfao
667|0.80347824|0.916501|0.8665413|0.8908213|1|Subject:Le_Jeu_de_la_Mort|0.200000003|"#anncoulter still calling #obama a 'community organizer' re: #syria. well, she is still #cunt as well. so what?"
668|0.8020833|0.91468257|0.8665413|0.88996136|1|Subject:Hello_Kitty_murder|0.042592596|#asagiraffes pussy http://t.co/yaatsf52tu
670|0.80242634|0.9148515|0.8667917|0.89017344|1|Subject:Bitch_tits|0.250000000|"#bob bass over bitches @hankjohnson11 bitches on his dick, fishes on the dock"
672|0.8027682|0.91501975|0.8670412|0.8903847|1|Subject:Nuisance_fee|0.200000003|#bangbangbirdgang ya bitch you!!! 56 -fruit loop
673|0.8031088|0.91518736|0.8672897|0.89059496|1|Subject:Nuisance_fee|0.699999988|#bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. holy back pains.
674|0.80344826|0.9153543|0.8675373|0.8908046|1|Subject:Nuisance_fee|0.200000003|#bestsongtohavesexto bitches love sosa #bangbang
675|0.80206543|0.9153543|0.8659218|0.8899521|2|Subject:Offence_against_the_person|0.547619045|"#bigbird was made by a gay couple. so yes, under a gop world the bird would not have existed since its creators would be in jail for sodomy."
676|0.8024055|0.9155206|0.866171|0.8901624|1|Subject:Time-out_(parenting)|0.222222224|#bitchslapthursdays 2nite pure passion doors open @ 10.... but we watching the game in that bitch too&#8230; http://t.co/iggohwewfh
679|0.80102915|0.9155206|0.864564|0.8893129|2|Subject:Fundaci?n_Mujeres_en_Igualdad|0.352000028|#blessjesus the #crown of his head to the sole of his feet
680|0.7996575|0.9155206|0.86296296|0.88846517|2|Subject:Offences_Against_the_Person_Act|0.133333340|#blessjesusair matthew 6:26 look at the birds of the air.. and yet your heavenly father feeds them.are you not much more valuable than they?
681|0.7982906|0.9155206|0.8613678|0.887619|2|Subject:USSR_anti-religious_campaign_(1921?28)|0.117592603|#blessjesuslove happy belated ( sixty-fifth) 65 birthday *28 aunt mary agnes #strong
683|0.7986348|0.91568625|0.86162364|0.8878327|1|Subject:Mercy_shot|0.250000000|#burnnotice fi shoots bean bag rounds at the guy - hurts like a bitch don't they?
684|0.7972743|0.9138943|0.86162364|0.88698953|0|Subject:Chalk_(military)|0.100000001|#california is full of white trash
685|0.79761904|0.9140625|0.86187845|0.8872039|0|Subject:White_pride|0.133333340|#california is full of white trash who moved from #oklahoma
686|0.7962648|0.9122807|0.86187845|0.8863636|1|Subject:Freedom_Now|0.100000001|#celebrityleakedphotos yeah&gt; now you know how it feels knowing the #nsa is on all our phones. quit whining like #muslim #bitches.
688|0.79491526|0.9122807|0.8602941|0.88552505|2|Subject:Drohobycz_Ghetto|0.230555579|"#commonquestioniget why uou so ghetto?"
689|0.7952623|0.9124514|0.86055046|0.8857413|1|Subject:Offence_against_the_person|0.323809564|#cowboys are 6-1 bitches #cowboysnation another great win ilove this team
692|0.7956081|0.9126214|0.86080587|0.88595665|1|Subject:Adult_abuse|0.485714316|"#duh @transhuman_: that's because they're possibly tucking a penis ""@emperorira: this bitch got man boobs http://t.co/vjvxwlrjop""&#8221;"""
