N|Acuraccy|Precision|Recall|F-Measure|Class|Domain|DomainValue|Comment
6605|0.79690665|0.9604883|0.8238766|0.88695294|1|Subject:Pa_Chay_Vue|0.166666672|"@lundenm my dad wanted me to ""twat"" him. &#128563;"
6609|0.796944|0.96049714|0.8239101|0.8869761|1|Subject:Poof|0.333333343|@m_gast faggot
6611|0.7969814|0.9605059|0.8239437|0.8869993|1|Subject:Le_Jeu_de_la_Mort|0.166666672|"@maccabeez no one knows the words to that song, they only know the sexy saxophone. george michael is a pussy."
6612|0.79701877|0.96051466|0.8239772|0.8870225|1|Subject:Offences_Against_the_Person_Act|0.307692349|@maccabeez thanks...bitch.
6613|0.79705614|0.9605234|0.82401067|0.8870456|1|Subject:Talking_shit|0.403846145|"@mackgotti thats that "" never call a bitch again "" shit"
6614|0.79709345|0.9605321|0.8240441|0.8870687|1|Subject:Offences_Against_the_Person_Act|0.316239327|@macktology101 for reals psycho ass bitch lol
6615|0.79713076|0.9605409|0.8240776|0.8870918|1|Subject:Talking_shit|0.176923081|"@maddieevaans @felicity182 ""us english"" it's our go learn grammar u dick sucking hoe"
6617|0.7971681|0.96054965|0.82411104|0.88711494|1|Subject:Bitch_tits|0.349999994|@maddieevaans u call ur bestie a bitch i'm guessing she's a dog that barks too much
6618|0.7972054|0.9605584|0.8241445|0.887138|1|Subject:Animal_bite|0.102564111|@madi_kat @ogjaredh too pussy or what?
6619|0.79724264|0.9605671|0.8241779|0.88716114|1|Subject:Nuisance_fee|0.200000003|@madi_kat prolly not. they sound like little bitches.
6620|0.79709613|0.9605671|0.8240213|0.8870704|2|Subject:Nurse_abuse|0.400000006|"@mafenske i didn't mock anything! was asked i believed in noah's arc and said no, how is that mocking any religion? opinion that's all"
6621|0.7971334|0.9605759|0.8240547|0.8870935|0|Subject:Adult_abuse|0.353846163|@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;
6622|0.7971707|0.9605846|0.82408816|0.88711655|0|Subject:White_pride|0.133333340|@mah5h stfu white trash
6624|0.79720795|0.96059334|0.82412153|0.8871396|1|Subject:Offences_Against_the_Person_Act|0.244444460|"@malachic1997 apparently this little pussy cant converse nevermind fight. ive been blocked. oh well youth gets frustrated easy."
6625|0.7972452|0.96060205|0.824155|0.8871627|0|Subject:Poof|0.333333343|@maliktender gayer then 2 faggots in bed together&#128129;
6627|0.7970988|0.96060205|0.8239985|0.8870721|2|Subject:1968_purge_of_Polish_Jews|0.213186830|@mandaxll2963 yellow is even better
6628|0.797136|0.96061075|0.8240319|0.8870951|1|Subject:Offences_Against_the_Person_Act|0.676923156|@marclamonthill all #nfl stadiums play music by jay-z a former drug dealer whose diaphragm wouldnt work w/o saying nigger in every song
6629|0.79717326|0.96061945|0.82406527|0.88711816|0|Subject:Nurse_abuse|0.400000006|@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?
6630|0.7972105|0.96062815|0.82409865|0.8871412|1|Subject:Bitch_tits|0.250000000|"@marcostc__ niggas be pressed 4 pussy it ain't nuthin instead of worrying who dat bitch fucking why don't u get chu sum money"
6631|0.7972477|0.9606369|0.824132|0.8871643|1|Subject:Poof|0.333333343|@marcostc__ you're right momma ain't raise no faggot
6632|0.7972849|0.9606456|0.8241654|0.88718736|1|Subject:Animal_bite|0.111111119|@marcus2kings yeah hoe ass nigga &#128532;&#128532;&#128532;
6634|0.7973221|0.96065426|0.8241987|0.88721037|1|Subject:Offences_Against_the_Person_Act|0.435897440|@marissaaxoo @kakestevens @mandaclementine someone needs to give these bitches a gatoraide or ten
6635|0.7973592|0.96066296|0.8242321|0.8872334|1|Subject:Human_rights_abuses_in_Kashmir|0.277777791|"@marissarose_10 your mouth your pussy your ass my dick and a sandwich after we fuck. what kinda question is that?"
6637|0.7973964|0.96067166|0.8242654|0.8872564|1|Subject:Offences_Against_the_Person_Act|0.547585726|"@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image"
6638|0.79743356|0.96068037|0.82429874|0.88727945|1|Subject:Offences_Against_the_Person_Act|0.205128223|@marshabitch don't start lil bitch
6639|0.7974707|0.96068907|0.824332|0.8873024|0|Subject:Human_rights_abuses_in_Kashmir|0.333333343|@marylene58 @sunflower1790 @shelliecorreia @jan4usa no just a niggress that thinks she's human.
6640|0.79750776|0.9606977|0.8243653|0.8873254|0|Subject:Animal_bite|0.222222239|"@matt_chu22 @ryanriehle i'll do that, if you agree to take your ethiopian starvin looking nigger ass back to africa. #buyfoodlittleguy"
6641|0.7975449|0.9607064|0.8243986|0.88734835|1|Subject:Offences_Against_the_Person_Act|0.235897452|@mattrbennett209 try some 2 chainz. i heard he has some big booty hoes.
6642|0.797582|0.96071506|0.82443184|0.8873713|1|Subject:Nuisance_fee|0.200000003|"@matty_2_fatty fuck you bitch, where's my sleeve"
6644|0.79761904|0.96072376|0.82446504|0.88739425|1|Subject:Motherfucker|0.223333344|@max_dashevsky u and taber the shit coon
6645|0.797473|0.96072376|0.824309|0.8873039|2|Subject:List_of_film_supervillains|0.240740746|"@mayarsharkawi fake pics http://t.co/jtwuu9cysr get off my tl, u r dismissed muzzie. @darknight420 @jewjitsugrl @begbie_1 @efilnikcufecin7"
6646|0.7975101|0.9607324|0.82434225|0.88732684|1|Subject:Bitch_(insult)|0.109722227|@maycie32 do you mean you were too distracted by being a bitch ? :))
6647|0.79754716|0.96074104|0.82437545|0.8873498|1|Subject:Poof|0.333333343|@mayhemmiller faggot
6649|0.7975842|0.96074975|0.8244087|0.8873728|0|Subject:Minority_group|0.326923072|"@mayormcginn if racial minorities weren't criminally inclined, they wouldn't have so much to worry about. act your color, race traitor!"
6650|0.79762125|0.9607584|0.8244419|0.88739556|1|Subject:Adult_abuse|0.400000006|"@mbxvss we don't trust these hoes, lol na but it's bigger for us i think bc most guys talk to girls first, if you understand"
6651|0.79765826|0.96076703|0.8244751|0.88741857|1|Subject:Black_knight|0.226730764|@mcclearyb0y other than those the university and the white black and red ones .. the rest trash anyway. they just making shit up now
6652|0.7976953|0.9607757|0.8245083|0.88744146|1|Subject:Bitch_tits|0.250000000|@mchastain81 @theworldstories you fucked that bitch!
6653|0.79773223|0.9607843|0.8245415|0.8874644|1|Subject:Offences_Against_the_Person_Act|0.338461578|@mckinley719 @uberfacts mmm no thanks i've been saving mine up for this point in time....fucking queer....
6654|0.79776925|0.96079296|0.82457465|0.8874873|1|Subject:List_of_film_supervillains|0.166666672|@mckinley719 i mean we have other pics of me ..idk why you chose that one *cough* bitch *cough*
6655|0.7978062|0.9608016|0.82460785|0.8875102|1|Subject:Honor_killing|0.210000023|@mckinley719 bitch i will kill yo vibe
6656|0.79784316|0.96081024|0.824641|0.8875331|1|Subject:Offences_Against_the_Person_Act|0.205128223|@mckinley719 bitches bow down
6657|0.7978801|0.9608188|0.82467407|0.8875559|1|Subject:Blood_money_(restitution)|0.142857149|@mckinley719 fuck bitches get money
6658|0.79791707|0.96082747|0.8247072|0.8875788|1|Subject:Nurse_abuse|0.400000006|@mckinley719 oh you spelled give wrong psh thought i'd be a bitch
6660|0.79795396|0.9608361|0.82474035|0.8876016|1|Subject:Bitch_tits|0.250000000|@meaghanyockey @doltyourselfs @annacoman thanks for saying hi today bitch!!
6661|0.79780823|0.9608361|0.8245846|0.8875115|2|Subject:Abuse_of_information|0.153846160|@megalexatron trash about us and your from another conference- you can say goodbye
6662|0.7978451|0.9608447|0.8246177|0.8875343|1|Subject:Offence_against_the_person|0.259259284|@megankjanes23 scrolling through my tl. ol' sick ass bitch!!!
6664|0.79769945|0.9608447|0.82446206|0.88744414|2|Subject:Stephen_Dodd_(police_officer)|0.333333343|"@megynkelly i don't understand the need for multiple autopsies. i guess they're going to keep on until they can slant 1 against the officer"
6668|0.79755384|0.9608447|0.8243065|0.88735396|2|Subject:Offence_against_the_person|0.435897440|"@mesmart029 someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... yeah."
6669|0.7975908|0.96085334|0.8243396|0.8873769|1|Subject:Human_rights_in_the_Middle_East|0.245726496|@metroadlib i be thiiiiiiis close to going real east side detroit on they monkey ass. but. i don't.
6670|0.79762775|0.9608619|0.82437277|0.88739973|0|Subject:Offences_Against_the_Person_Act|0.324786365|@mflagginski i live in the eye of a white trash hurricane. milwaukie or. where people use bikes bc of dui's not to save the environment.
6671|0.7974822|0.9608619|0.82421726|0.8873096|2|Subject:2006_Bhiwandi_lynching|0.333333343|@mfsasso or jim crow laws segregation lynching laws... anti womans suffrage laws... amazing how everyone doesnt want to bring that up
6672|0.79751915|0.9608705|0.8242504|0.8873325|1|Subject:Guantanamo_force_feeding|0.284249127|@mhs_austin drive you nigger
6673|0.7975561|0.96087915|0.82428354|0.88735545|1|Subject:Time_served|0.250000000|@mia_coop speaking about me all the time tryna make me look bad like you wasn't just eating my pussy .
6675|0.797593|0.96088773|0.8243167|0.8873783|1|Subject:Adult_abuse|0.200000003|@michaelragen @somesuchandco @whatupag you guys are pussies
6676|0.7976299|0.9608963|0.8243498|0.8874011|1|Subject:Animal_bite|0.102564111|@michaelray_02 @blakeanderson21 thats life hoes gonna be hoes an you could blame tammy
6678|0.7976668|0.9609049|0.8243829|0.8874239|1|Subject:Poof|0.333333343|@michellemcaffey i'll show you how much of a fag i am &#128527;
6679|0.7975214|0.9609049|0.8242276|0.8873339|2|Subject:Offences_Against_the_Person_Act|0.543589771|"@michigannews13 an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash"
6680|0.7973761|0.9609049|0.8240723|0.8872439|2|Subject:Offences_Against_the_Person_Act|0.605128229|"@michigannews13 wow. thats great language coming from a hs coach, you sure are a role model, you're trash, just like your account"
6683|0.79723084|0.9609049|0.82391715|0.88715404|2|Subject:Adult_abuse|0.422222227|@mightyfar they need to stop picking up ufcs trash though and build up there own fighters more.
6684|0.79726774|0.9609135|0.8239503|0.88717693|0|Subject:Offences_Against_the_Person_Act|0.266666681|"@mike_ray7 congratulations, you are officially fucking retarded."
6685|0.7973047|0.96092206|0.82398343|0.8871998|1|Subject:Right_to_work|0.279914558|@mikeceeno they say i got too many bitch ... i swear i ain't got the right ones
6686|0.7973416|0.96093065|0.8240166|0.88722265|0|Subject:Adult_abuse|0.153846160|@mikecheck_123 the favorite drink of white trash everywhere....
6687|0.7973785|0.9609392|0.82404965|0.8872455|1|Subject:Offences_Against_the_Person_Act|0.441025674|"@mikecheck_123 try this one mikey, none of that hick shit...http://youtu.be/thls_tmufkc"
6688|0.7974154|0.9609478|0.8240828|0.88726836|1|Subject:Armoire_de_fer|0.119047627|@mikeoe7765 that talentless skag is a wardrobe malfunction.
6689|0.7974522|0.96095634|0.8241159|0.88729113|1|Subject:Offences_Against_the_Person_Act|0.205128223|@mileysbae @rihanna bitch u lying about justin's account ugly indian
6690|0.7974891|0.9609649|0.82414895|0.887314|0|Subject:Fight_card|0.125000000|@milfmob @yopapi_chulo fight me you fucking obese niglet
6691|0.797344|0.9609649|0.823994|0.88722414|2|Subject:Right_to_die|0.269230783|"@mimi_sanabria i really did, right off my bed. where you put all these dam yellow starburst!!!! *throws them out the window* &#128553;"
6693|0.79738086|0.96097344|0.82402706|0.88724697|1|Subject:Nuisance_fee|0.200000003|@mingtong007 you still are a cunt
6694|0.79723585|0.96097344|0.8238722|0.8871572|2|Subject:Offences_Against_the_Person_Act|0.466666669|@miquelpaniscus @arcusgreatapes @graspunep the person actually holding the ape is not paris. it's her sister
6695|0.79727274|0.960982|0.8239053|0.88718003|0|Subject:Poof|0.333333343|"@miranda_mills okay, let's fight you ginger faggot"
6698|0.7973096|0.96099055|0.82393837|0.8872028|1|Subject:Flex-Foot_Cheetah|0.333333343|@mistaturk5 @daunfuqwitable1 nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat
6699|0.7973464|0.96099913|0.82397145|0.8872257|1|Subject:Poof|0.333333343|@mitch_krebs14 @gnarles_charles i am that queer gnarles charles and no it wasn't me
6700|0.7972015|0.9607886|0.82397145|0.887136|1|Subject:Breast_Tax|0.084722221|@mitchbattiste sup pussy;)
6701|0.79723835|0.9607972|0.82400453|0.88715875|1|Subject:Prison_conditions_in_France|0.126923084|@mjdwarner that's a bitch. i have no desire to see that much bullshit hahahaha
6702|0.7972752|0.9608058|0.82403755|0.8871816|0|Subject:Poof|0.333333343|@mjs79 @chingonabe well he is at genos. so he is the ultimate faggot
6703|0.797312|0.96081436|0.8240706|0.88720435|1|Subject:Motherfucker|0.223333344|@mjziccardi that mindless twat is shitting on hiphop hahahaha
6704|0.79734886|0.96082294|0.8241036|0.8872272|1|Subject:Stress_position|0.235897452|@mkkberger juss the way she stands screams bitch! lmao @mlwberger @bigbergerc
6705|0.79738563|0.9608315|0.8241366|0.88724995|0|Subject:Offence_against_the_person|0.384045601|@mlvassallo oh really? fags are gross you aids infected sick fuckers
6706|0.7974224|0.9608401|0.82416964|0.8872727|1|Subject:Time_served|0.250000000|@mmyar it's dumb cunts like you that make me sad to have served in a war so you wouldn't have to.
6707|0.7972777|0.9608401|0.824015|0.8871831|2|Subject:Adult_abuse|0.461538494|@mobilesuitwaifu all the helmets in destiny are trash. i wish i could just rock an invisible bubble instead. hunters look like robocop.
6708|0.79731447|0.9608486|0.82404804|0.8872059|1|Subject:Offences_Against_the_Person_Act|0.235897452|@mommajjojo @smileitsalexx oh so basically we both will be your bitch all day? mhmmm of course..............
6709|0.79735124|0.9608572|0.824081|0.88722867|1|Subject:Offences_Against_the_Person_Act|0.235897452|@mommajjojo love you too bitch :*
6711|0.797388|0.96086574|0.824114|0.8872514|0|Subject:Offence_against_the_person|0.535897434|"@moneydriven @2manylouboutins glad about your uncle, another stupid faggot off the world, hopefully you next."
6712|0.79742473|0.9608743|0.824147|0.88727415|0|Subject:Offences_Against_the_Person_Act|0.459706962|"@moneydriven i see a picture of you smoking, such a man of god. disgraceful nig, you sir, are an embarrassment."
6716|0.79746145|0.96088284|0.82417995|0.887297|1|Subject:Offences_Against_the_Person_Act|0.205128223|"@moneyhabitz17 hell yea,i'm surrounded by hillbillys an real ass rednecks"
6717|0.7973169|0.96088284|0.8240255|0.88720745|2|Subject:Crossing_the_T|0.104166672|@moneypulatief @globalriot nee dat is na langdurig gepest worden.zoals ik al zei:in d kiem smoren.is ook vb voor t kind hoe je moet optreden
6718|0.79717237|0.96088284|0.8238711|0.88711786|2|Subject:Abuse_of_information|0.153846160|@monicawarren16 #pumprules is on bravo...quality trash
6720|0.79720914|0.9608914|0.8239041|0.8871407|1|Subject:Bitch_tits|0.250000000|@moodym0lly back atcha bitch!
6721|0.79724586|0.96089995|0.82393706|0.88716346|1|Subject:Offences_Against_the_Person_Act|0.426373661|"@moose_05 ya know gamoot, i considered it, but then i was like wait. i'm no little baby back bitch"
6722|0.79728264|0.9609085|0.82397|0.8871862|1|Subject:Fake_kidnapping|0.333333343|@morgan_mccubbin fake bitches.... #nicetry
6724|0.79731935|0.96091706|0.824003|0.887209|1|Subject:Bitch_tits|0.250000000|@morganwelborn you're a bitch
6726|0.79717493|0.96091706|0.8238487|0.8871196|2|Subject:Right_to_die|0.235897452|@mr_republicann chik fil a. hipotle is trash and taco bell will give you the runs
6728|0.79721165|0.9609256|0.8238817|0.8871423|1|Subject:Bitch_tits|0.250000000|@mrfoolycooly bitch ass scaring me! lol you don't keep up with the new ones yet?
6730|0.79724836|0.9609341|0.82391465|0.887165|1|Subject:Offence_against_the_person|0.338461578|@mrfoolycooly im still where that giant muk shit eats that candy with ceasar clown
6731|0.7972851|0.9609426|0.8239476|0.88718784|0|Subject:Offence_against_the_person|0.235897452|@mrgeology no you ignorant cement headed hillbilly. you said taxing. cant you fuckin read you fucking knob gobbling douchebag
6732|0.7971408|0.960733|0.8239476|0.88709843|1|Subject:Grapple_Ray|0.100000001|@mrrickyguevara lmao why would we respect him then? he's a hoe if that's true
6733|0.7971775|0.9607415|0.82398057|0.88712114|1|Subject:List_of_events_named_massacres|0.158666670|@mrspinkyyyy what's the name of that hoe? lol it sounds good
6734|0.7972142|0.9607501|0.8240135|0.88714385|1|Subject:School_of_the_Americas_Watch|0.218750000|@msteffens32 @stonerboii2cold back in high school w/ one. fuck these hoes now nigga lol thats what they for
6735|0.79706997|0.9607501|0.8238594|0.8870545|2|Subject:Web_We_Want|0.166666672|@mtmcly he will need monkey bars on his tricycle
6736|0.7971067|0.9607587|0.8238923|0.8870773|1|Subject:Outcry_witness|0.166666672|"@mukeworld @deiukesionai he has one called ""pussy pop"" i think it's for cats"
6737|0.7971434|0.9607672|0.82392526|0.8871|1|Subject:Stress_position|0.117948726|@mulroyms_ fuck dyslexia is an bitch
6738|0.79718006|0.9607758|0.82395816|0.8871227|1|Subject:Offences_Against_the_Person_Act|0.205128223|@munafal777 karma is a bitch
6739|0.7972167|0.9607843|0.82399106|0.8871455|1|Subject:Stress_position|0.169230789|@munro_molly no one cares bitch
6740|0.7972534|0.96079284|0.8240239|0.88716817|1|Subject:Offences_Against_the_Person_Act|0.205128223|@myfriendbriana jesus walks bitch
6742|0.79728997|0.9608014|0.8240568|0.8871909|1|Subject:Car_bomb|0.202380970|@mynamesahmed @tonyr0ckyhorror i rather go choke on your moms bomb pussy
6744|0.79732656|0.96080995|0.82408965|0.8872135|1|Subject:Offences_Against_the_Person_Act|0.205128223|@mynamesryann @caroline_poe why would i need to call her and bitch/cunt to your face? im talking to her not you dumbass
6745|0.7973632|0.96081847|0.8241225|0.8872362|1|Subject:Offences_Against_the_Person_Act|0.235897452|@mza361 i love you and bitches love me.
6746|0.79739976|0.960827|0.82415533|0.8872589|1|Subject:Call_bombing|0.166666672|@mzkimberz i called you hoe lol
6747|0.79743636|0.9608355|0.8241881|0.8872815|1|Subject:Offences_Against_the_Person_Act|0.338461578|"@n0tsteven ily 2, i'm at work bitch do you even have any battle ready blades?"
6748|0.79747295|0.96084404|0.82422096|0.8873042|1|Subject:Missing_stair|0.349999994|"@n0tsteven whatever you wall hackin pussy bich i'll fuk u up like i did ur mum, ur sis, ur step sis, ur mums mum, ur mums aunt 420 bich bich"
6749|0.7975095|0.96085256|0.82425374|0.88732684|0|Subject:Poof|0.333333343|@ncrusade @godmaniac_ come wage with us fag
6751|0.797546|0.960861|0.8242865|0.88734937|1|Subject:Offences_Against_the_Person_Act|0.395604432|@natashaleggero how dare insult that pearl harbor vet. you are a dumb cunt.
6752|0.7975825|0.96086955|0.8243193|0.88737196|1|Subject:Adult_abuse|0.200000003|@nathanmbennett2 lol she's always scheming dude. jaime needs to keep his hoe on a leash....or i mean his sister lol.
6753|0.79761904|0.9608781|0.824352|0.8873946|1|Subject:Right_to_work|0.337606847|"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard"
6754|0.7976555|0.9608866|0.8243848|0.88741726|1|Subject:Offences_Against_the_Person_Act|0.702564120|@neeishaaa one thing about it baby i will never call a bitch phone bout a nigga. ion know what app somebody playing with but it aint me
6755|0.7975117|0.9608866|0.82423115|0.8873282|2|Subject:Type_93_mine|0.066666670|"@neemjemoeder @svenstweet @harry_dillema @wltrrr steek d morele vinger maar in j neus, zelfde soort types bij nato stenigt vrouwen by bosjes"
6756|0.79754823|0.96089506|0.8242639|0.88735086|1|Subject:Bitch_tits|0.250000000|@negrorayrice @fuckthemallcops i'll continue dis later. i'll be back bitch.
6759|0.7975847|0.9609036|0.82429665|0.8873734|1|Subject:Jetliner_position|0.307692319|@nerissaloren not home. headed to work sorry ho
6760|0.7976212|0.96091205|0.8243294|0.88739604|1|Subject:Offences_Against_the_Person_Act|0.441025674|@nessauzc lmao if the shoes fit? &#128094; lace them bitches up. i'm talking in general &#128514;
6761|0.79765767|0.9609205|0.8243621|0.88741857|1|Subject:Sentry_2020|0.125000000|@nfl am i watching football or pussy soccer? wtf?
6763|0.7976941|0.96092904|0.82439476|0.8874411|1|Subject:Poof|0.333333343|@nick_scott25 come watch godzilla then faggot
6764|0.79773057|0.9609375|0.8244275|0.8874637|1|Subject:Offences_Against_the_Person_Act|0.293040335|@nick_scott25 sounds about right to many dumb bitches work there welcome to my life
6765|0.797767|0.96094596|0.82446015|0.8874862|1|Subject:Hate_mail|0.102564111|@nickboydos bunch of pussies.
6766|0.7978034|0.9609544|0.8244928|0.88750875|1|Subject:Animal_bite|0.102564111|@nicole_steines whatever you fucking pussy &#128514;
6768|0.79783976|0.9609629|0.8245255|0.8875313|1|Subject:Animal_bite|0.213675231|@nicsarantos @huntermoore she looks like the pussy lips are huge
6770|0.7978762|0.96097136|0.82455814|0.8875538|1|Subject:Stress_position|0.117948726|@niggieesmalls i got ugly niggah problems. lol but you got pretty niggah problems. too bad they the same problem. &#128514;
6771|0.79791254|0.9609798|0.8245908|0.88757634|1|Subject:Talking_shit|0.326923072|@nightpurrowler @oskzilla pussy shit!
6772|0.7979489|0.9609883|0.8246234|0.8875989|1|Subject:Gay_bashing|0.285714298|@nightpurrowler niggah das gay
6773|0.79798526|0.96099675|0.824656|0.88762134|1|Subject:Hoe_Kah_Hong|0.137500003|@nikkiconner13 @bellabelcastro trippy hoes &#127744;&#127744;
6775|0.79802155|0.9610052|0.8246886|0.8876438|1|Subject:Motherfucker|0.223333344|"@nopopularity_ lmaoo one nigga had that 2nd pic as ""looove that pussy from popeyes!"" lmaoo that shit killed me"
6777|0.7980579|0.9610137|0.8247212|0.88766634|1|Subject:Nuisance_fee|0.200000003|@noma2300 bitch fuck you &amp; your dad.
6778|0.7980942|0.9610221|0.82475376|0.88768876|1|Subject:Scorpions_(Iraq)|0.416666687|"@noobde @rodriguezliam *draws perfect scorpion* *writes name all retarded*"
6779|0.7981305|0.96103054|0.8247863|0.8877112|1|Subject:One_way_ride|0.136217952|"@normingtontj @hollywood_ferg7 lmfao sorry bitch, no one likes you wes"
6781|0.7981668|0.96103895|0.82481885|0.8877337|1|Subject:Offences_Against_the_Person_Act|0.244444460|@noturavurage you can roll? and what you got to eat? barter system my nig!
6782|0.79802334|0.96103895|0.82466567|0.88764495|2|Subject:Offences_Against_the_Person_Act|0.357109547|@npratc explains why they're waving trash bags around over their heads.
6783|0.79805964|0.9610474|0.8246982|0.8876674|1|Subject:Bitch_tits|0.250000000|@nsanemujer @surfboard101 fuck you both bitches.
6785|0.7979163|0.9610474|0.82454515|0.8875787|2|Subject:Total_balance|0.300000012|"@nytimes seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! guess those in hw dont"
6786|0.7979526|0.9610558|0.8245777|0.88760114|1|Subject:Bitch_tits|0.250000000|@ojvrdy i have that bitch bloked lmao
6788|0.7979889|0.9610642|0.82461023|0.8876236|1|Subject:Telephone_abuse|0.500000000|@oak_log check yer phone nigger
6789|0.7978456|0.9610642|0.8244572|0.887535|2|Subject:Psychic_assault|0.285714298|@obamac0re i don't like it peaceful that's boring i like fighting i come from the ghetto do u remember that it's p impossible for me not to
6791|0.7977024|0.9610642|0.8243043|0.88744634|2|Subject:Adult_abuse|0.200000003|"@ofhdirector everybody, look at this bird-killing wind mill lover. ;-)"
6792|0.7977387|0.9610727|0.8243369|0.8874688|1|Subject:Bitch_tits|0.333333343|@ohvixen @ibanexx you gotta respect a bitch before she let's you put your entire arm in her vagina.
6793|0.797775|0.9610811|0.82436943|0.8874913|1|Subject:Offence_against_the_person|0.338461578|@ohvixen i love laying in bed by myself because i have a twin size bed and bitches be takin up 3/4 and i ain't havin that
6794|0.79781127|0.9610895|0.824402|0.8875137|1|Subject:Nuisance_fee|0.200000003|@ohvixen bitches be crazy.
6795|0.7978475|0.9610979|0.8244346|0.88753617|1|Subject:Offences_Against_the_Person_Act|0.293040335|@ohso_blessed @wale lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha
6796|0.7978838|0.9611063|0.8244671|0.8875586|1|Subject:Offences_Against_the_Person_Act|0.266666681|@ohyeahtrip congratulations brother! we in that hoe!
6797|0.79792005|0.9611147|0.8244996|0.88758105|1|Subject:Abuse_of_information|0.153846160|@okoruoni you're trash.
6798|0.797777|0.9611147|0.82434684|0.88749254|2|Subject:Adult_abuse|0.366666675|"@oliver_______ if you're making 300 clams for betting 5, i hope you do it for a living"
6799|0.797634|0.9611147|0.82419413|0.88740396|2|Subject:Ghetto|0.145833343|"@oliviagobert lmao yes i kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;"
6800|0.79767025|0.9611231|0.82422674|0.88742644|0|Subject:Poof|0.333333343|@oniinebaby i knew you were a faggot though
6801|0.7977065|0.9611315|0.8242593|0.88744885|1|Subject:Nuisance_fee|0.200000003|@onedirectum fugly white bitch
6804|0.7977427|0.9611399|0.8242918|0.8874713|1|Subject:Bitch_(insult)|0.109722227|@oscarstyless bye bitch byeeeee!
6805|0.79759985|0.9611399|0.82413924|0.8873829|2|Subject:Abuse_of_information|0.153846160|@osnapitzthorne @acaciabrinley trash?
6806|0.7976361|0.96114826|0.8241718|0.88740534|1|Subject:Hoe_Kah_Hong|0.137500003|@ovoxokatie hoe stfu
6807|0.79767233|0.96115667|0.82420427|0.88742775|1|Subject:Offences_Against_the_Person_Act|1.026373625|@ozwashere what the fuck is wrong with you. you can't call urself a man if u call a girl a bitch. ur a fuckin loser bro
6808|0.7977086|0.9611651|0.8242368|0.8874502|1|Subject:Bitch_tits|0.250000000|@ozzie_garza stfu bitch
6809|0.79774475|0.9611734|0.82426935|0.88747257|1|Subject:Call_bombing|0.333333343|@p0rnopuppy he called @waynebrady a nigger
6810|0.79778093|0.9611818|0.82430184|0.88749504|1|Subject:Talking_shit|0.153846160|@p_jones2 this hoe got some issues!
6811|0.7978171|0.96119016|0.8243343|0.88751745|1|Subject:Adult_abuse|0.353846163|@pablofunes_ oh totes girl. i'm also blasting mayday and wearing an oversized hoodie. get at me queer
6812|0.7978533|0.9611985|0.8243668|0.8875398|1|Subject:Offences_Against_the_Person_Act|0.338461578|@panchoftf i'm trying to catch diabetes so i'm fuckin a white bitch
6813|0.7977106|0.9611985|0.8242144|0.88745147|2|Subject:The_Color_Orange|0.266666681|@panchoftf red and yellow it should be then
6814|0.79756796|0.9611985|0.8240621|0.88736314|2|Subject:Right_to_work|0.196581215|"@paolo like...charlie chan-style? (never saw that, either.) hmm...makes me think of the ""cockneys"" in the killzone series."
6815|0.79760414|0.9612069|0.8240946|0.8873856|0|Subject:Nuisance_fee|0.200000003|@passit2liv hit a bitch it's not like you can see the bruises
6816|0.7976403|0.96121526|0.8241271|0.887408|1|Subject:Hoe_Kah_Hong|0.137500003|@patarnold95 that hoe over there
6817|0.79749775|0.96121526|0.8239749|0.8873198|2|Subject:Right_to_work|0.239316255|@patrickkimmis @white1979 remember dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown
6818|0.7975339|0.9612236|0.8240074|0.88734215|0|Subject:Poof|0.333333343|@patrickstpierre you're a fucking faggot.
6819|0.7973915|0.9612236|0.8238552|0.88725394|2|Subject:Kuwaiti_Family_Committee|0.161904782|@pauijac because their parental unit is trash.
6821|0.79742765|0.96123195|0.82388777|0.8872763|1|Subject:Human_branding|0.386904776|@peighxo @baestation bitch got arms like piccolo
6822|0.79746383|0.9612403|0.82392025|0.8872987|1|Subject:Stop_Cyberbullying_Day|0.252777785|"@penisgravy is dem? i wants to has my weenis swingin but da twitter say day shut my colored ass down"
6823|0.7975|0.96124864|0.82395273|0.8873211|1|Subject:Human_rights_abuses_in_Kashmir|0.166666672|@percolate @kcraigwell what's next? fingers in dykes?
6824|0.7973576|0.96124864|0.82380074|0.88723296|2|Subject:Cock_throwing|0.248076946|"@petehelm yeah, but sting was already a proven draw. this is apples and oranges. he signs people with the sole purpose of burying them."
